dim1,dim2,word
0.04200436,0.0129938265,even
-0.02762887,0.009229659,most
0.054314896,0.01674337,made
0.050683584,0.01931933,also
0.03973255,0.017827753,after
0.056796882,-0.003683611,did
0.0008456244,-0.0022874372,many
0.04244063,0.02199997,before
0.056749042,-0.0062692338,must
0.0071878987,0.0017487719,af
0.040894914,0.02218413,through
-0.021468952,0.01361651,back
-0.022927968,0.0058816397,years
0.032821935,0.010755309,where
0.0323138,0.025378408,much
0.0016535874,-0.010522431,your
-0.031101149,0.011039717,way
0.02989338,0.02122936,well
0.045563165,0.017484874,down
0.057084415,-0.008806957,should
0.044387523,0.023629388,because
0.0023173343,-0.037838433,each
0.050658412,0.016076896,just
0.0019138348,-0.03726355,those
-0.023359114,0.007365534,people
0.047983192,0.026604231,too
0.023831561,0.007494389,how
-0.022607168,0.013488165,little
-0.026860856,0.007936123,state
-0.02128032,0.012231065,good
-0.017288469,0.013484616,very
0.0066057825,-0.11466564,make
-0.028910007,0.0094466265,world
0.048338667,0.02919303,still
0.007953042,-0.11245623,see
-0.024897384,0.0059962585,own
-0.021377038,0.005414547,men
-0.0121613275,-0.04647462,work
-0.021041868,0.014847172,long
0.03558273,0.017960843,here
0.0071645672,-0.11309213,get
0.004074416,-0.008928615,both
0.024123296,0.01101418,between
-0.013982461,-0.0006485526,life
0.025194822,0.0118607925,being
0.045350548,0.0260655,under
0.05723282,0.0011957316,never
-0.028801493,0.013287934,day
-0.030785762,0.01058567,same
0.012873344,-0.039926726,another
0.025139807,-0.093731865,know
-0.014231822,0.014198611,while
-0.029703468,0.009689044,last
-0.005593488,-0.012530874,us
0.056840293,-0.0043873643,might
-0.02491793,0.011129668,great
-0.03013299,0.009147027,old
-0.028846322,0.014528988,year
0.04648952,0.021683738,off
0.021379914,-0.09172635,come
0.041146398,0.016592206,since
0.04254248,0.023100935,against
0.007181343,-0.111066684,go
0.05658733,-0.008927366,came
-0.027672745,0.013033522,right
0.05123899,0.027461922,used
0.0067349733,-0.11395277,take
-0.012746049,4.5038346e-06,three
0.0070509296,-0.057745796,himself
-0.031983174,0.011953745,states
-0.024093509,0.012654417,few
-0.0327271,0.012532875,house
-0.01353917,-0.046471905,use
0.036360808,0.017210834,during
0.04118572,0.016916806,without
0.04308789,0.018374896,again
-0.026905121,0.0047948677,place
-0.026151774,0.007443991,american
0.042935662,0.021989178,around
0.04527339,0.027678601,however
-0.024411751,0.011565708,home
-0.022386333,0.012170201,small
0.05652565,0.011010804,found
0.05555086,-0.01026512,thought
0.055946905,-0.0071439953,went
0.007941415,-0.11127614,say
-0.022882108,0.013520432,part
0.04258323,0.009230806,once
-0.02332002,0.007483076,general
-0.019730413,0.010654315,high
0.03752267,0.020366898,upon
-0.029204616,0.009344882,school
0.0048693386,-0.0046756184,every
0.055858787,0.007255326,does
0.05431307,-0.010556254,got
-0.030121626,0.010238153,united
0.006973714,0.0082251225,left
-0.02616108,0.012675899,number
-0.010441692,-0.002742091,course
-0.029988637,0.0107517615,war
0.044664253,0.020702833,until
0.053581428,0.01455071,always
0.04615638,0.027110578,away
0.037032727,0.017874233,something
-0.02693394,0.007555679,fact
-0.020149264,0.004883225,water
0.029915059,0.016201233,though
-0.025913155,0.0073754173,public
-0.0020117906,0.012947502,less
0.029286081,-0.07030805,put
0.023728793,-0.09916804,think
0.037659585,0.019136019,almost
-0.026454624,0.00948653,hand
0.054226782,0.027618384,enough
0.055903602,0.00068806636,took
0.002553559,0.020266274,far
-0.029312842,0.008746588,head
0.040648982,0.018843055,yet
-0.0273478,0.008546424,government
-0.030294525,0.011916913,system
0.027834628,-0.044020303,set
-0.0047017015,0.015806753,better
0.056932133,-0.004339522,told
-0.030893534,0.012636828,night
0.047626834,0.025174843,nothing
-0.029832616,0.007579535,end
0.043692283,0.023618005,why
0.0540428,0.019101864,called
-0.029611258,0.009982116,eyes
0.00822386,-0.112434946,find
0.04862474,0.02941892,going
0.006551393,-0.10717323,look
0.057808045,-0.005091535,asked
0.0005632949,0.010645449,later
0.05599247,-0.012875854,knew
-0.03083904,0.009807176,point
-0.030196048,0.010276097,next
-0.028893745,0.012237126,program
-0.030477853,0.010509006,city
-0.020146878,0.0038424109,business
-0.025137842,0.011371509,group
0.006605783,-0.11466565,give
0.039773032,0.023053667,toward
-0.025536442,0.010707526,young
0.021319332,-0.074591964,let
-0.025263764,0.008188708,days
-0.032133013,0.0120870685,room
-0.028463108,0.008674224,president
-0.031530954,0.012567005,side
-0.0136895785,0.003312279,social
-0.028441887,0.007027705,present
0.042892735,0.026925115,given
-0.002892231,-0.0034802682,several
-0.015309137,0.00044705914,order
-0.02640433,0.0077533335,national
0.038581997,0.028841248,possible
-0.0076175863,0.016264942,rather
-0.028989762,0.010640259,second
-0.029551188,0.0047760247,face
0.0049319286,-0.055106185,per
0.0464641,0.025130693,among
-0.021516308,-0.017797727,form
0.048767794,0.029244134,often
0.014392978,0.023924101,important
-0.025688153,0.009653607,things
0.057685748,-0.0003508911,looked
-0.025531512,0.008792435,early
-0.022959288,0.007832004,white
0.0013882376,-7.022139e-05,john
-0.032120056,0.011064666,case
-0.021970596,0.01225962,large
-0.01003772,-2.0009738e-05,four
-0.021387415,0.002427245,need
-0.025778502,0.011348943,big
0.0169892,-0.098750606,become
0.038976043,0.013807429,within
0.057085633,-0.007882572,felt
-0.02419648,0.007909328,children
0.042573772,0.01977868,along
0.05595096,-0.012949401,saw
-0.029153284,0.010724408,best
-0.028383764,0.008165136,church
0.057013668,-0.00022230958,ever
-0.018204669,0.0020719685,least
-0.020372193,0.005309187,power
-0.024712592,0.0097139375,development
0.05676913,0.006509967,seemed
-0.027630722,0.014457482,thing
-0.023381032,0.004140664,light
-0.027854333,0.009992945,family
-0.01573914,0.0013994132,interest
0.045770288,-0.044530116,want
-0.030485721,0.011094024,members
-0.023828551,0.00486819,mind
-0.030990038,0.009436169,area
-0.03245982,0.011141358,country
-0.015455697,0.0070813135,others
0.03283254,0.013169338,although
0.05841817,0.0028763048,turned
0.054175068,0.027642874,done
-0.023926008,-0.0037561501,open
-0.0065569817,-0.0065821586,god
-0.015988218,0.0018101247,service
-0.030403763,0.010434783,problem
-0.020222664,0.0115601355,certain
-0.027103944,0.013569733,kind
-0.015895257,0.012604442,different
0.041097715,0.016527785,thus
0.052701436,0.004733013,began
-0.03111392,0.011341187,door
0.004538527,-0.10967054,help
-0.025828574,0.012456788,sense
-0.024482291,0.012521302,means
-0.029527392,0.010319509,whole
-0.026057804,0.013092448,matter
0.041626208,0.021209199,perhaps
-0.00054907694,-0.0005441216,itself
-0.023955053,0.005090083,york
-0.02458964,0.00872424,times
-0.028073523,0.009405894,law
-0.0143396,0.0011447927,human
-0.027278582,0.011326064,line
-0.022396408,0.012698492,above
-0.030854102,0.00921424,name
-0.0045362683,-0.009727272,example
-0.020108903,0.0042357994,action
-0.02999857,0.010131445,company
-0.029715853,0.009926318,hands
-0.02214277,0.005075886,local
0.00347352,-0.108561814,show
0.016342565,-0.04526792,whether
-0.011588418,-0.0010300736,five
-0.018144822,0.003559435,history
0.05701579,-0.0007065824,gave
-0.0008745683,-0.003288527,today
0.0060169967,-0.008374174,either
-0.01660446,-0.04182661,act
-0.024472363,0.0039287154,feet
0.039213143,0.019844241,across
0.053771395,0.027846131,taken
-0.029769866,0.009991073,past
0.045989595,0.026494863,quite
0.011341904,-0.0052612554,anything
0.05514192,0.021325916,seen
0.0018389518,-0.0041090976,having
-0.010605734,-0.026346901,death
-0.018821761,0.0032602162,experience
-0.028873945,0.0100745065,body
-0.026964769,0.0150531735,week
-0.024132732,0.0125379115,half
0.053367574,0.011518563,really
-0.026722731,0.011724504,word
-0.029512612,0.009497508,field
-0.029625526,0.012044324,car
-0.029697658,0.010988616,words
0.053065814,0.022619724,already
-0.0031440088,-0.0084932335,themselves
-0.019356368,0.0038253875,information
0.009151824,-0.11359931,tell
0.048923407,-0.030443156,shall
0.04036638,0.022631887,together
-0.026003344,0.0050688614,college
-0.015963072,0.0025870653,money
-0.027413564,0.013017981,period
0.055020384,0.01645435,held
0.0062346403,-0.1155526,keep
0.04710462,0.030522944,sure
0.048661966,0.023138555,probably
-0.01696082,0.00228202,free
0.050773285,0.012237946,seems
-0.016321912,0.0064271684,political
-0.02516764,0.011488452,real
0.055310566,-0.013918721,cannot
0.038446657,0.021453196,behind
-0.028361447,0.0069731986,question
-0.02796238,0.009009413,air
-0.029271252,0.0086515285,office
0.0043951143,0.0019509575,making
0.05710414,0.00926698,brought
0.007004865,-0.04677546,miss
0.028406331,0.012851487,whose
-0.02410043,0.012733939,special
-0.0251141,0.010710967,major
0.057199836,-0.004622155,heard
-0.030724473,0.011569997,problems
-0.026594924,0.007898077,federal
0.055670224,-0.0013801109,became
-0.020339426,-0.024447974,study
0.022875395,0.013281218,ago
-0.026175091,0.012897331,moment
0.04834809,0.032518294,available
0.05270219,0.029053675,known
-0.026295569,0.011527146,result
-0.030945392,0.010636361,street
-0.0011859341,0.0025441356,economic
-0.028589964,0.011677635,boy
-0.027057735,0.01104735,position
-0.029009864,0.011254802,reason
-0.011335463,-0.038915195,change
-0.026990335,0.008682942,south
-0.03318543,0.012575511,board
-0.026646696,0.0065305238,individual
-0.027188377,0.012047793,job
0.047521513,-0.033381347,am
-0.021163393,0.0053576063,society
-0.027837617,0.009116611,areas
-0.02864016,0.009051348,west
-0.01616431,0.004460253,close
0.0031849756,-0.086392105,turn
-0.024482839,0.0072123,community
0.022512294,0.024168389,true
-0.0038235462,-0.0058623864,love
-0.031600393,0.011129385,court
-0.029780367,0.00820367,force
-0.022350663,0.011726554,full
-0.029782755,0.008250957,cost
0.039460693,-0.048736367,seem
-0.027465364,0.009210112,wife
-0.027825063,0.008138618,future
-0.025014699,0.00695703,age
0.057605308,-0.007797631,wanted
-0.029984364,0.012263431,voice
-0.032952014,0.012849356,department
-0.02982861,0.008190575,center
-0.02563221,0.013835472,woman
0.0014171303,-0.04877903,control
-0.02464735,0.011058126,common
-0.02915634,0.011223421,policy
0.033134907,0.025960311,necessary
-0.029778436,0.010527833,following
-0.02423557,0.0063590463,front
0.04511143,0.01599907,sometimes
-0.011000734,-0.00021238023,six
-0.027530849,0.011377361,girl
0.035107583,0.016818544,clear
-0.008427458,-0.038599182,further
-0.024871698,0.0059237815,land
0.0062539843,-0.11458867,provide
0.022628093,-0.08319566,feel
-0.028880883,0.009039411,party
0.04836918,0.03077066,able
-0.027518053,0.008612215,mother
-0.024515722,0.005314022,music
-0.009548732,-0.0037446173,education
-0.029262915,0.009623946,university
-0.025494283,0.012892001,child
-0.025065284,-0.0009476779,effect
-0.028723361,0.0101445755,students
-0.030567056,0.009719339,level
0.005904198,-0.104665026,run
0.057905693,7.926498e-05,stood
-0.019299712,0.0041486025,military
-0.025170485,0.00083668175,town
-0.023947608,0.012429625,short
-0.03371318,0.01325142,morning
-0.028257586,0.009530861,total
-0.027379144,0.013082453,outside
-0.03168959,0.011342014,rate
-0.022516396,0.00569615,figure
-0.017071184,0.0018828129,art
-0.029036611,0.011689626,century
-0.031464368,0.01002162,class
-0.007054294,-0.0075542,washington
-0.027172377,0.0092835305,north
0.049006578,0.028004402,usually
-0.026593529,0.0027766777,plan
0.008822917,-0.11120178,leave
0.042435963,0.019610316,therefore
-0.023287492,0.009811206,evidence
-0.032718863,0.012147833,top
-0.008844435,-0.03132805,million
-0.02113333,0.0051691243,sound
-0.022738218,0.011853054,black
-0.019613286,0.013813667,strong
0.00034736973,0.0191736,hard
-0.03035892,0.011599366,tax
-0.022518462,0.006286969,various
0.056455243,-0.00049026246,says
0.020981008,-0.10085485,believe
-0.029934915,0.010985262,type
-0.027071474,0.009117645,value
-0.0021314863,-0.08970289,play
-0.029731462,0.010218603,surface
0.041568544,0.020595668,soon
0.018300692,-0.06025068,mean
-0.005079771,0.017179055,near
-0.029914025,0.010814152,lines
-0.029318662,0.009794729,table
-0.02260125,0.0073631466,peace
-0.019646741,0.0045475606,modern
-0.029771376,0.0103754485,road
-0.02252689,0.005863428,red
-0.02861423,0.011703434,book
-0.021603549,0.007830083,personal
-0.03137558,0.009789726,process
-0.03082642,0.010670759,situation
-0.008960712,-0.006964881,minutes
-0.0017299866,-0.09272459,increase
-0.03114161,0.011672907,schools
-0.031296633,0.010138082,idea
-0.022816192,0.006323257,english
0.050814405,0.029251909,alone
0.00024897937,0.009953317,women
0.05414906,0.0195729,gone
0.0070438627,-0.0033559292,nor
-0.01919022,0.00567284,living
-0.006247359,-0.0073791347,america
0.05187002,0.0069000325,started
-0.024216443,0.0070660617,longer
0.0071850675,-0.103547,cut
0.046127457,0.014985729,finally
-0.029581215,0.010323515,secretary
-0.024535896,0.0076201065,nature
-0.022913348,0.009726735,private
-0.027667314,0.009707993,third
-0.026055338,0.00864747,months
-0.019491494,0.003384954,section
-0.024905391,0.010523153,greater
0.005210493,-0.10104632,call
-0.025831368,0.007299781,fire
0.05064927,0.030372022,expected
0.05286256,0.023364874,needed
0.053954095,0.012466053,kept
-0.02928392,0.009807858,ground
-0.009229649,-0.0047633545,view
-0.020480905,0.006042915,values
0.006968456,-0.0038365282,everything
-0.026581325,0.008600171,pressure
-0.02413147,0.012403315,dark
-0.029254684,0.011068872,basis
-0.024173535,0.0075412705,space
-0.027939782,0.009096401,east
-0.027257945,0.00874906,father
0.04763898,0.030900981,required
-0.032865517,0.012506826,union
-0.02687487,0.008730666,spirit
-0.016697217,-0.005146217,complete
0.04194185,0.0235268,except
0.056866404,-0.0054643583,wrote
0.05522915,0.007629504,moved
4.9594302e-05,-0.087379985,support
-0.004383741,-0.0726432,return
-0.029851878,0.011298985,conditions
-0.023179183,0.009226444,recent
-0.025876911,0.008402917,attention
-0.028704787,0.011340284,late
-0.02385479,0.009836223,particular
0.0063592517,-0.1137451,live
-0.01137809,-0.0069839945,hope
-0.022101345,0.009173548,costs
0.026272733,0.014364981,else
-0.0250769,0.007825035,brown
0.01897135,0.010050289,taking
-0.028403921,0.010410412,forces
-0.02195614,0.00532833,nations
0.04688703,0.027439564,beyond
-0.03133438,0.009487516,stage
0.015166047,-0.099281214,read
-0.013680219,-0.047662478,report
0.005208241,0.018677274,coming
-0.014924148,-0.0011266837,hours
-0.024448376,0.011422764,person
-0.02466109,0.014313718,inside
-0.019957218,0.014922731,dead
-0.02328065,0.0077512003,material
0.030714054,0.013821005,instead
0.05322235,0.018227298,lost
-0.03075264,0.010944904,heart
0.044694804,0.025278812,looking
-0.01907826,0.011306677,low
-0.006200479,-0.0013047499,miles
-0.025061393,0.007686287,data
0.053905923,0.0136677325,added
0.0056509245,-0.112974636,pay
-0.03166706,0.01121659,amount
0.05197618,0.015752224,followed
-0.023966948,0.0096542835,feeling
-0.02491881,0.012278354,single
0.052889638,0.008794843,makes
-0.013916178,0.0047955103,research
-0.00468931,-0.0015053103,including
-0.028122537,0.008928165,basic
-0.022834416,0.01162035,hundred
0.004688946,-0.10876521,move
-0.02630379,0.008875664,industry
-0.024409065,0.011494431,cold
0.049801577,0.026884815,simply
0.05461423,0.023398818,developed
0.0567215,-0.0043788305,tried
0.0067463894,-0.11168663,hold
0.058495104,0.0034183841,reached
-0.031964563,0.013244889,committee
-0.03295801,0.012387957,island
-0.014929327,0.0012599879,defense
0.0057622767,0.008582437,equipment
0.04994986,0.028247606,actually
0.051919974,0.029689064,shown
-0.030035468,0.012369174,son
-0.028405009,0.010676709,central
-0.012666896,0.0036848916,religious
-0.03147413,0.012462891,river
0.03376886,0.016984621,getting
-0.027540436,0.013649332,beginning
-0.025922371,0.013584062,sort
0.0030333884,-0.0022287061,ten
0.05618442,0.013484553,received
0.044542044,0.025875805,doing
-0.01444859,-0.0015050146,terms
0.03748142,0.019824881,trying
-0.028410913,0.0047642672,rest
-0.025431057,0.000522946,medical
0.030350069,-0.08154801,care
0.046137273,0.026593916,especially
-0.019077089,0.005253688,friends
-0.028878676,0.0098605305,picture
0.04624541,0.026570214,indeed
-0.032208618,0.012312442,administration
-0.022685837,0.014905925,fine
-0.029432336,0.010596239,subject
0.03175692,0.02620695,difficult
-0.028537557,0.011516021,building
-0.018275628,0.0048136143,higher
-0.029680723,0.009698355,wall
-0.020532293,0.012594611,simple
-0.025454396,0.012427407,meeting
0.052901413,0.0025112757,walked
-0.030620068,0.011134855,floor
-0.0063955286,-0.0006841237,foreign
0.006605775,-0.114665635,bring
-0.01944716,0.0138032725,similar
0.058762506,0.007941663,passed
-0.030755555,0.0112075005,range
-0.02273184,0.0056187515,paper
-0.02532673,0.0076141856,property
-0.023084275,0.009093557,natural
-0.029241428,0.009755101,final
-0.011974472,-7.603111e-05,training
-0.02566122,0.008989903,county
-0.029427102,0.010012389,police
-0.025221651,0.013720991,cent
-0.017669711,0.0039817165,international
-0.022466665,0.0054084198,growth
-0.03185804,0.012244298,market
0.0051239743,-0.11130779,talk
0.00055990805,-0.09470348,start
-0.0102685895,-0.0047650672,england
0.050536316,0.023935093,written
0.009940534,-0.11292447,hear
0.048931397,0.010162276,suddenly
-0.028811913,0.010723269,story
-0.029743109,0.003100455,issue
-0.020057116,0.004034757,congress
-0.005766285,0.008467113,needs
-0.020360926,-0.027459195,answer
-0.030985987,0.010607633,hall
0.045428142,0.03075344,likely
0.03877528,0.025793003,working
-0.027094241,0.009957269,countries
0.0533004,0.028112968,considered
-0.031336438,0.00897922,earth
0.05277735,0.00012642628,sat
-0.028978933,0.009479596,purpose
0.005602587,-0.1141611,meet
-0.012146979,-0.00067562674,labor
-0.029189076,0.009834645,results
-0.030719474,0.01003698,entire
0.05641208,0.008167696,happened
0.022290424,0.0023586536,william
-0.02461172,0.010093989,cases
0.0045638005,-0.103502154,stand
-0.029717151,0.011119732,difference
-0.019829253,0.0053299386,production
-0.029097067,0.009577758,hair
0.050710633,0.032210186,involved
-0.023562217,-0.01676619,fall
-0.02799649,0.009039008,stock
-0.013816048,0.00067302067,food
-0.02835057,0.00985024,earlier
0.03579887,0.02328214,increased
-0.0036511242,-0.014139197,whom
0.04225537,0.024914047,particularly
0.05270451,0.022518115,paid
0.0518508,0.019445313,sent
-0.023741957,0.0053221495,effort
-0.017514667,0.0028936304,knowledge
-0.026290394,0.0073682414,hour
-0.025898406,0.013643517,letter
-0.03350184,0.013057579,club
0.02401458,0.008152004,using
0.045476045,0.027273195,below
0.036470003,0.02574907,thinking
0.026172811,0.02105978,yes
-0.020755686,0.0048535117,christian
-0.024338108,0.008389828,blue
0.049927156,0.031352367,ready
-0.029655052,0.0107855,bill
0.0007644041,-0.10511163,deal
-0.026128145,0.009460261,points
-0.019423872,-0.005734419,trade
0.053131264,0.012873024,certainly
-0.012784231,4.5762925e-05,ideas
-0.008232234,0.0067042196,industrial
-0.026368728,0.011923291,square
-0.028528094,0.009581055,boys
-0.024061358,0.0096909115,methods
-0.010178908,-0.001987724,addition
-0.031120488,0.012247553,method
-0.016072886,0.014616241,bad
0.04764838,0.030752478,due
-0.02413595,0.009668874,girls
-0.02473907,0.010267226,moral
0.057574395,0.0013809818,decided
-0.015688037,0.0017559695,reading
-0.029342663,0.012093117,statement
-0.014328181,-0.0019736006,weeks
0.047389038,0.02812378,neither
0.03222813,0.013810136,nearly
0.049051356,0.030788645,directly
0.05207808,0.005572231,showed
0.03197564,0.010884824,throughout
0.03195153,0.017764768,according
-0.028369138,0.010070503,questions
-0.012262463,0.00082009577,color
-0.03167525,0.012191563,kennedy
0.01054769,-0.08388782,anyone
0.011323826,-0.10306779,try
-0.010505989,0.008278108,services
-0.022631738,0.007121905,programs
-0.029663473,0.010149433,nation
0.031007785,-0.052424747,lay
-0.025427077,0.008612439,french
-0.02757685,0.00456182,size
0.013356811,-0.11061255,remember
-0.020486215,0.0054043424,physical
-0.023817794,0.0050188005,record
-0.024687273,0.012404544,member
0.049758215,0.010943946,comes
0.009420305,-0.11286032,understand
-0.023902109,0.0064043803,southern
-0.023176143,0.0066085,western
-0.025184156,0.0071298927,strength
-0.029143473,0.009045058,population
-0.025458239,0.0072138584,normal
0.049612284,0.02699022,merely
-0.02959882,0.009667694,district
-0.02870317,0.008801017,volume
0.04865013,0.031516746,concerned
0.05655799,0.004890751,appeared
-0.031830844,0.011812962,temperature
-0.015446576,-0.04393489,aid
-0.024782423,0.007122569,trouble
-0.029492285,0.008216592,trial
-0.030072484,0.009467752,summer
-0.028645203,0.009583043,direction
0.056668766,0.0015195067,ran
-0.020512901,0.0041110865,sales
-0.028467758,0.009874172,list
0.039447885,0.012267639,continued
-0.024737991,0.012679634,friend
-0.030968657,0.011224821,evening
0.035440765,0.01492292,maybe
-0.008092104,-0.0026434306,literature
0.047975738,0.027193775,generally
-0.032938607,0.0124720335,association
0.05132257,0.028607529,provided
0.051235,0.013980755,led
-0.03023122,0.01036918,army
0.058490336,0.008175979,met
-0.024485173,0.0008504664,influence
0.053884644,0.0057228864,opened
-0.028304705,0.0092686815,former
-0.00650309,-0.00403959,science
-0.026148913,0.0092672985,student
-0.023188887,0.008807247,step
-0.0027664162,0.0027219097,changes
-0.025405232,0.012949454,chance
-0.03126796,0.011687931,husband
-0.013309081,0.005672786,hot
-0.024955524,0.012246211,series
-0.03157456,0.010311595,average
-0.016354807,0.009183326,works
-0.026152434,0.014516871,month
-0.023921572,-0.011146441,cause
-0.017083628,0.010928666,effective
0.017170737,3.9977017e-06,george
-0.02690535,0.012129422,planning
-0.023907732,0.0073283906,systems
-0.016790142,-0.017565355,direct
-0.027563814,0.008106525,soviet
0.05762701,0.00011479548,stopped
-0.021973735,0.0140433125,wrong
-0.008765025,-0.05806513,lead
0.013395268,-0.06356734,myself
-0.025361298,0.013119724,piece
-0.0297749,0.009552106,theory
0.009679544,-0.10902975,ask
0.058448087,0.004598811,worked
-0.016455865,0.0017594257,freedom
-0.029406149,0.008298708,organization
0.046504986,0.030001557,clearly
-0.029596042,0.009944096,movement
-0.02217501,0.008177425,ways
-0.027761504,-0.0008705261,press
-0.004246517,0.017981617,somewhat
-0.029202726,0.009312749,spring
-0.030240923,0.010951947,efforts
0.009719552,-0.10863741,consider
-0.02247381,0.0066659525,meaning
-0.01885377,-0.01652772,bed
0.009977751,-0.023597043,fear
-0.024953423,0.012377269,lot
-0.014365676,0.001173696,treatment
-0.019827604,0.015098373,beautiful
-0.009957658,-0.044726033,note
-0.02808423,0.010984749,forms
0.05348567,0.02478276,placed
-0.029853359,0.010491363,hotel
-0.028301455,0.008784558,truth
0.04806856,0.01654118,apparently
-0.02867042,0.012769577,degree
-0.021681733,0.0087577,groups
-0.026037408,0.00621114,plant
0.050221164,0.017542606,carried
-0.025157096,0.012774709,wide
-0.006839194,-0.004605049,respect
0.0063384236,-0.09951991,herself
-0.030809991,0.011559605,numbers
-0.027343757,0.013965309,manner
-0.026141908,0.008675005,reaction
0.04585995,0.027364947,easy
-0.027598688,0.007885969,farm
0.04945356,0.028350955,immediately
0.008215641,0.014989771,running
-0.029473053,0.0077082086,approach
-0.029696126,0.011299514,game
-0.013746242,0.014626406,recently
-0.025491646,0.010755573,larger
-0.025601676,0.005968146,lower
-0.021339186,0.0027275882,charge
-0.02492587,0.012331978,couple
-0.010414199,0.011614496,de
-0.032613788,0.01208382,daily
-0.03139874,0.01099819,eye
-0.02627644,0.008001191,performance
0.0006320018,-0.09632155,feed
-0.024527833,0.011127436,oh
-0.015783822,-0.0003063453,march
-0.013545863,0.0016888436,persons
-0.009139418,-0.0025608847,understanding
-0.027298467,0.009060376,arms
-0.028622339,0.007133314,opportunity
0.0109287575,0.0031994886,c
-0.018604122,0.0040552793,blood
-0.024280492,0.0048130127,additional
-0.018785082,0.0065594153,technical
-0.02859878,0.008033469,fiscal
-0.025190035,0.00777469,radio
0.05076281,0.030955771,described
0.006109311,-0.111465104,stop
-0.019211082,0.0027788929,progress
-0.0305727,0.0115501685,steps
-0.014632559,-0.044785053,test
-0.028464155,0.009894199,chief
0.04988547,0.020600019,reported
0.05817556,0.010841162,served
0.05078952,0.032839503,based
-0.03041777,0.010246668,main
0.04864388,0.029540664,determined
-0.030633833,0.009917268,image
-0.02957603,0.010822999,decision
-0.029860198,0.010035681,window
-0.0077260863,-0.0047759535,religion
-0.012357028,-0.0011274805,aj
-0.027225986,0.010562916,gun
-0.025790013,0.008633776,responsibility
-0.030265851,0.010472681,middle
-0.004887546,-0.012336514,europe
-0.02823202,0.009284948,british
-0.019465538,0.0046517192,character
0.055907067,-0.0027118474,learned
-0.030905599,0.0126633225,horse
-0.009835679,0.0017795052,writing
0.010068127,-0.108305484,appear
-0.020856999,-0.018451007,account
-0.03279923,0.011263089,ones
-0.020932743,0.012426734,serious
-0.022344146,0.0059648603,activity
-0.025558148,0.008813719,types
-0.02467309,0.006559195,green
-0.030311123,0.0112872785,length
0.058231916,0.0011719265,lived
-0.030768497,0.010391397,audience
-0.024580574,0.008667962,letters
0.057565305,-0.000711983,returned
0.05160283,0.030598018,obtained
-0.01699444,0.0021011613,nuclear
-0.023486473,0.00950444,specific
-0.027964598,0.011975993,corner
-0.026134528,0.013896902,forward
-0.02236119,0.010139523,activities
0.029971888,0.023082906,slowly
-0.010367188,-0.012420703,doubt
-0.0072032437,-0.004867033,justice
0.04216827,0.026242547,moving
-0.030873511,0.010585545,latter
0.053733848,0.0075165243,gives
-0.019517856,0.012171156,straight
0.03987924,-0.04757899,hit
-0.029471774,0.00981747,plane
